x1,x2,output
1.7857142857142856,-0.8214285714285714,5235.80113585649
-1.1607142857142858,1.6785714285714284,5540.341626282215
-1.9821428571428572,1.1785714285714284,-932.480848030779
1.875,0.46428571428571397,11886.466102254864
-0.5357142857142858,1.75,7331.723341092032
1.4464285714285712,-0.2142857142857144,3217.121746233166
-1.75,-0.6785714285714286,-2703.046989113226
-1.0357142857142858,-0.392857142857143,86.3061540015997
0.7678571428571428,0.9285714285714284,2930.0505108243365
-0.8392857142857144,1.1071428571428568,1331.1224258989332
1.714285714285714,0.5535714285714284,9419.870041001914
-0.9642857142857144,1.714285714285714,6247.826561368519
-0.642857142857143,1.2857142857142856,2251.4507809743995
1.5,0.839285714285714,8547.5016924821
1.1785714285714284,0.625,3616.332903710873
1.7678571428571428,-1.75,2481.593156376707
0.1607142857142856,1.6964285714285712,8534.654232954059
-1.7678571428571428,1.3214285714285712,1035.463983665312
0.5535714285714284,1.0178571428571428,2606.5668819302855
0.3214285714285712,-1.8392857142857144,-1089.8867815831568
-0.9107142857142858,0.714285714285714,427.6185532909745
0.7321428571428572,0.33928571428571397,1071.0901517243185
-1.1964285714285716,1.6428571428571428,5066.861093950919
1.9464285714285712,-0.1607142857142858,9454.990479189859
0.6607142857142856,0.6964285714285712,1662.5605054122218
