x1,x2,label
2.4427735863635966,-1.512452610426664,0.0
-4.759599727591619,-0.832482594010969,1.0
-4.233375372189465,-0.18083355291429976,1.0
1.6030857005205787,-3.7232142609182364,2.0
-3.9916958192928793,0.5711611928590157,1.0
-5.544273873493563,-1.5408954150903231,1.0
3.443062198070097,-0.0780268616305044,0.0
-4.333680913552317,-0.16121555284045047,1.0
-4.1986860790139175,-0.059766750909451626,1.0
-3.223198463500079,-0.03689590467660449,1.0
3.3501461641467625,0.00489740265453964,0.0
-1.3724780999659618,-4.856873468546778,2.0
0.661939275367026,-3.2240759436443933,2.0
0.9101113264045275,-3.2234175757479835,0.0
-3.8425115087059365,0.204657660950879,1.0
5.5554012315591415,1.0966736005156066,0.0
3.7605369051643502,-0.056300660537286995,0.0
5.00782791478529,-1.4394599417686393,0.0
-2.3500156307581492,-2.3310019027625106,1.0
-3.554321349033396,-0.8811442850190545,1.0
0.5766237250846964,-3.086600842407904,2.0
-3.303590591554083,-0.585690187240485,1.0
1.3561975188164945,-6.056945653323813,2.0
-4.288954538884686,0.9034290379095645,1.0
-1.6392070644236392,0.6206475312451604,1.0
-1.9203501259555404,-4.204567567602872,2.0
2.8793363422491542,-0.30932197872786404,0.0
4.562209444402086,1.0306349164699085,0.0
-4.998574213825415,1.3068715833845885,1.0
-0.9715582225565299,-3.344210527221186,2.0
-1.9326790603129027,0.2759278544143745,1.0
3.853436498997666,0.884329088350861,0.0
-1.667660034146714,-3.642856509536504,2.0
4.895214464317709,-0.15867823008514215,0.0
3.0370366321216458,-0.6995835009224449,0.0
-3.477754824284933,1.0082118172826309,1.0
4.36186192136094,-2.916787285125288,0.0
2.7716012184455847,-2.532839622367543,2.0
0.050487998809956386,-4.365581878452579,2.0
0.6702345058268975,-3.811099885738522,2.0
-3.246965078982173,1.3962978090545068,1.0
3.523634659103713,0.6756076823507394,0.0
2.070526122029743,-2.180495202950818,2.0
0.2940321228085324,-3.6137069706556693,2.0
-1.5346663188808742,0.30836940858119233,1.0
3.459667423379455,-0.08506640974285268,0.0
0.02718708058603711,-4.004590162133466,2.0
-4.303797551344201,0.08769321932663152,1.0
4.871090958447781,0.7495926021678636,0.0
4.565938214829863,0.10682148126873811,0.0
1.4435081122685396,-2.9423293565609585,2.0
-1.4973931333231592,-5.557100291170969,2.0
3.1729652000263138,1.4160603843972945,0.0
4.651434017498524,-0.699240825964824,0.0
-1.2748613607095782,-3.574146518381477,2.0
2.3689396275191834,0.23649474222922043,0.0
0.40093319080337514,-3.2802488011392623,2.0
0.7464994260325457,-2.6508530786282427,2.0
0.7561935703728929,-2.735910097154264,2.0
1.0960178860775147,-1.8614498795979455,2.0
3.3594907814287773,0.09832267489961652,0.0
1.4051208848201728,-5.629507285273139,2.0
1.1542461781334563,-2.898651334624276,2.0
0.8335294551501677,-3.7637863896196,2.0
2.606697245875247,1.9254367572680626,0.0
-0.1319695059625845,-3.9800188693467984,2.0
-3.8403364597862018,-1.019934293850979,1.0
4.682714995517092,0.3750005546369768,0.0
-3.535800425923954,-5.284249199415252,2.0
-5.757123062014101,0.31707595632469804,1.0
6.232153809048081,2.3443694340943746,0.0
-4.834769094209921,-0.20207120087424668,1.0
-4.5922500157465045,-0.44921624502043556,1.0
-2.5298996588289056,1.8887687663926123,1.0
0.20484085095442406,-3.4098235673046275,2.0
-1.5771260183658151,-5.914281243121445,2.0
1.519392538377088,-2.840506625441888,2.0
1.204290680760607,-2.894137569690003,2.0
-3.1367243851475126,-2.3779899562404982,1.0
2.5543925275902466,-1.9703922023720004,2.0
2.7494314019189554,0.1396009305577777,0.0
1.6452849899961317,-0.32332038516637174,0.0
1.8103294845974065,-0.5627777842493205,0.0
-4.376436233927135,0.19133680031282574,1.0
-3.28425782492746,-0.021295133648746023,1.0
1.5254285455516188,-4.388343094835164,2.0
-5.3201579701177355,1.407619289747412,1.0
-0.45542572304697404,-4.889490105300696,2.0
-1.660562803227807,0.8035958279034443,1.0
0.8518534388208626,-3.030765850066701,2.0
2.65503237843663,-1.2638505537509939,2.0
0.7296377901549524,-4.296939147592036,2.0
7.008759135185315,1.4226920886988095,0.0
-0.2471227067978271,-5.006382250975061,2.0
1.7384656846664814,-2.5076009529936587,2.0
4.744879736977469,-0.7173859953965646,0.0
0.32837972185425174,-2.579599611360045,2.0
-3.232509202498701,-1.4036708071705903,1.0
-5.338581151095639,1.1404602597387683,1.0
-3.3452111372473277,0.3104029347442721,1.0
-2.08304409133473,-4.074540032722758,2.0
-5.524364198120292,-1.4609176655488068,1.0
-3.77062733883883,3.080645221703886,1.0
1.2158186903005253,-4.461390022477629,2.0
1.1573205554907524,-3.2553975644811146,2.0
-3.90776842258757,1.8191033419465361,1.0
5.284347650361032,2.393064546287636,0.0
-1.4167844897247432,-0.7098123409227357,1.0
-6.065617297237941,-1.1400559301833528,1.0
-5.662925747083971,1.9535907471577194,1.0
3.5630378217505196,0.4343880475075521,0.0
4.154371426857062,0.2610165373260137,0.0
1.221875245773551,-2.1440295658648645,2.0
-4.173935411380928,-0.148903448234617,1.0
-4.083117871116148,-0.9903222080296971,1.0
-4.416828028737267,-0.30572546554720953,1.0
-2.4098912145119864,-6.10128163504606,2.0
-1.2639829612668338,-3.3002291190124735,2.0
-5.321281406349366,-0.5389678809972824,1.0
1.2089078028332296,-5.054787287779284,2.0
4.632962833959647,-0.1766059677847373,0.0
2.7949637270548893,-0.5602541606377548,0.0
-5.9938987204971665,0.45554361332350357,1.0
-1.2191520031607537,-4.868098914034567,2.0
0.17376699600557788,-3.054708156821805,2.0
1.2841184596499287,-4.8814662516749046,2.0
0.43537783845678013,-4.4975266513629695,2.0
