2.648517116904258728e-02,1.186038702726364136e-01,1.942684501409530640e-01,2.017692923545837402e-01,3.395960479974746704e-02,2.560277283191680908e-02,2.291854284703731537e-02,3.972974792122840881e-02,8.133203536272048950e-02,1.552275866270065308e-01,2.425374388694763184e-01,7.971871644258499146e-02,1.273962408304214478e-01,1.311479657888412476e-01,1.971833407878875732e-01,2.409605681896209717e-01,1.226929053664207458e-01,1.239860504865646362e-01,2.425374388694763184e-01,2.425374388694763184e-01,2.425374388694763184e-01,1.802470386028289795e-01,2.162085026502609253e-01,1.904905214905738831e-02,9.168575517833232880e-03,1.775556653738021851e-01,1.604519933462142944e-01,2.077588886022567749e-01,1.526240855455398560e-01,6.699110567569732666e-02,1.222262755036354065e-01,2.332500070333480835e-01,1.691060066223144531e-01,2.425374388694763184e-01,2.149811089038848877e-01,2.425374388694763184e-01
2.602905631065368652e-01,2.602905631065368652e-01,1.237304732203483582e-01,1.056451443582773209e-02,6.325030326843261719e-02,3.660561516880989075e-02,7.695502787828445435e-02,1.135679483413696289e-01,5.395774915814399719e-02,2.602905631065368652e-01,2.577834427356719971e-01,2.179139703512191772e-01,1.176577135920524597e-01,1.188420802354812622e-01,6.786779314279556274e-02,1.248563602566719055e-01,2.095215171575546265e-01,2.080876678228378296e-01,2.602905631065368652e-01,2.814551256597042084e-02,2.980692684650421143e-02,7.257954776287078857e-02,5.764722079038619995e-02,9.962312877178192139e-02,1.267783492803573608e-01,2.602905631065368652e-01,2.602905631065368652e-01,2.350439131259918213e-01,2.602905631065368652e-01,2.602905631065368652e-01,1.523722708225250244e-01,1.163787767291069031e-01,9.016875922679901123e-02,8.580628037452697754e-02,8.862573653459548950e-02,1.207217276096343994e-01
2.335115373134613037e-01,1.360777765512466431e-01,1.377034038305282593e-01,1.220775991678237915e-01,1.781567186117172241e-01,6.266190111637115479e-02,8.627444505691528320e-02,1.289735287427902222e-01,9.342119097709655762e-02,2.119908332824707031e-01,1.161537095904350281e-01,1.291196793317794800e-01,2.335115373134613037e-01,2.335115373134613037e-01,1.631222963333129883e-01,1.934527754783630371e-01,1.495143324136734009e-01,1.243477240204811096e-01,1.279197782278060913e-01,1.413303464651107788e-01,8.755016326904296875e-02,2.174665033817291260e-01,2.335115373134613037e-01,5.128206312656402588e-02,1.974721848964691162e-01,1.890313923358917236e-01,2.328109145164489746e-01,2.335115373134613037e-01,1.223360002040863037e-01,1.412766277790069580e-01,1.017508059740066528e-01,1.025353148579597473e-01,1.400722414255142212e-01,1.689435094594955444e-01,2.195898443460464478e-01,2.335115373134613037e-01
3.960628807544708252e-02,7.200657576322555542e-02,5.015234649181365967e-02,2.779171168804168701e-01,1.414583921432495117e-01,1.914774253964424133e-02,0.000000000000000000e+00,7.244211155921220779e-03,3.916347399353981018e-02,1.841250360012054443e-01,2.794862389564514160e-01,2.794862389564514160e-01,2.794862389564514160e-01,2.322915494441986084e-01,5.138272792100906372e-02,3.453440964221954346e-02,6.893614679574966431e-02,2.848539128899574280e-02,2.334488779306411743e-01,1.974570155143737793e-01,2.794862389564514160e-01,2.168166786432266235e-01,2.686686217784881592e-01,1.814883202314376831e-02,4.505307972431182861e-02,1.207750663161277771e-01,6.833860278129577637e-02,8.296535164117813110e-02,1.280671805143356323e-01,2.794862389564514160e-01,2.794862389564514160e-01,2.479828596115112305e-01,7.609584927558898926e-02,2.063064463436603546e-02,1.143302582204341888e-02,1.318754348903894424e-02
7.239418476819992065e-02,1.798827201128005981e-01,4.962007701396942139e-02,1.073637381196022034e-01,2.344093173742294312e-01,1.583669483661651611e-01,2.649993821978569031e-02,6.466387212276458740e-02,3.862340748310089111e-02,1.814286857843399048e-01,3.448503464460372925e-02,1.650041341781616211e-01,2.344093173742294312e-01,1.947576105594635010e-01,4.453123360872268677e-02,2.344093173742294312e-01,2.344093173742294312e-01,1.771248728036880493e-01,1.700630486011505127e-01,1.662237495183944702e-01,2.344093173742294312e-01,2.166006267070770264e-01,1.483134031295776367e-01,9.217375516891479492e-02,1.142254695296287537e-01,1.152531802654266357e-01,1.176441460847854614e-01,1.918997466564178467e-01,1.950903683900833130e-01,1.469766199588775635e-01,1.852909028530120850e-01,2.344093173742294312e-01,1.711878180503845215e-01,2.344093173742294312e-01,2.344093173742294312e-01,1.024637520313262939e-01
6.110478565096855164e-02,1.845536082983016968e-01,2.315015494823455811e-01,2.315015494823455811e-01,1.967620253562927246e-01,1.858112514019012451e-01,1.108826920390129089e-01,3.172884881496429443e-02,3.777980059385299683e-02,6.176938768476247787e-03,5.062184482812881470e-02,4.515027627348899841e-02,1.042082533240318298e-01,2.315015494823455811e-01,2.315015494823455811e-01,1.977331936359405518e-01,9.584309160709381104e-02,4.976502805948257446e-02,2.315015494823455811e-01,1.287401169538497925e-01,2.169308364391326904e-01,1.714391559362411499e-01,2.315015494823455811e-01,2.315015494823455811e-01,2.095772325992584229e-01,1.816687732934951782e-01,2.046580016613006592e-01,1.043335273861885071e-01,2.315015494823455811e-01,2.315015494823455811e-01,1.968137919902801514e-01,2.315015494823455811e-01,7.101459801197052002e-02,3.057370334863662720e-02,3.074190951883792877e-02,6.055902689695358276e-02
2.046344280242919922e-01,2.310832738876342773e-01,1.862057894468307495e-01,7.861154526472091675e-02,1.023968532681465149e-01,1.899982243776321411e-01,2.262796312570571899e-01,1.589612066745758057e-01,2.203056365251541138e-01,1.897481977939605713e-01,4.781520739197731018e-02,1.102449819445610046e-01,1.262277215719223022e-01,1.807160824537277222e-01,2.470411956310272217e-01,2.546310424804687500e-01,2.546310424804687500e-01,1.879155263304710388e-02,1.601970791816711426e-01,2.960585243999958038e-02,2.522080205380916595e-02,3.807140514254570007e-02,6.430805474519729614e-02,6.548651307821273804e-02,2.546310424804687500e-01,2.126502245664596558e-01,1.996331810951232910e-01,9.662190824747085571e-02,5.295355618000030518e-02,1.094719469547271729e-01,1.189379487186670303e-02,9.000871330499649048e-02,2.427904009819030762e-01,2.546310424804687500e-01,2.315632998943328857e-01,7.387579232454299927e-02
1.839230209589004517e-01,1.903989613056182861e-01,6.774477660655975342e-02,1.350377053022384644e-01,2.156114131212234497e-01,1.558265984058380127e-01,6.387085467576980591e-02,1.248269155621528625e-01,8.552490174770355225e-02,2.156114131212234497e-01,1.088920459151268005e-01,2.156114131212234497e-01,1.353325992822647095e-01,1.765810549259185791e-01,2.142574191093444824e-01,5.064072832465171814e-02,1.544375419616699219e-01,1.468601971864700317e-01,1.882076114416122437e-01,1.706570088863372803e-01,2.156114131212234497e-01,1.953529119491577148e-01,1.962516158819198608e-01,9.649983048439025879e-02,1.762313991785049438e-01,1.436133980751037598e-01,1.615420132875442505e-01,1.557443141937255859e-01,2.140849977731704712e-01,2.095889747142791748e-01,1.674055308103561401e-01,1.453244984149932861e-01,1.751516908407211304e-01,2.156114131212234497e-01,1.341927796602249146e-01,1.673155575990676880e-01
6.069090217351913452e-02,1.818808168172836304e-01,1.977711170911788940e-01,1.574717164039611816e-01,2.525047361850738525e-01,1.529967337846755981e-01,2.525047361850738525e-01,2.149791568517684937e-01,9.142079949378967285e-02,3.377449139952659607e-02,2.597530558705329895e-02,1.243887562304735184e-02,2.382971793413162231e-01,2.525047361850738525e-01,2.525047361850738525e-01,3.349034488201141357e-02,7.871237583458423615e-03,5.592121742665767670e-03,1.137830764055252075e-01,2.525047361850738525e-01,2.525047361850738525e-01,2.453550994396209717e-01,2.360703647136688232e-01,1.138294488191604614e-01,1.081447452306747437e-01,1.515243351459503174e-01,1.200873106718063354e-01,2.367789112031459808e-02,7.613189052790403366e-03,4.003994166851043701e-02,2.525047361850738525e-01,2.525047361850738525e-01,1.951329857110977173e-01,1.299017965793609619e-01,4.186343774199485779e-02,3.834264352917671204e-02
5.370625108480453491e-02,1.920485496520996094e-01,1.352630704641342163e-01,2.164132297039031982e-01,1.007163673639297485e-01,8.467332459986209869e-03,0.000000000000000000e+00,2.620338834822177887e-02,1.943095400929450989e-02,1.727532148361206055e-01,1.140639334917068481e-01,2.806383967399597168e-01,2.806383967399597168e-01,2.085086852312088013e-01,8.780711889266967773e-02,9.366727620363235474e-02,1.159092560410499573e-01,8.781079947948455811e-02,9.463544189929962158e-02,2.806383967399597168e-01,2.806383967399597168e-01,1.157693266868591309e-01,2.179314792156219482e-01,1.097382754087448120e-01,1.579817086458206177e-01,7.655643671751022339e-02,6.999808549880981445e-02,2.806383967399597168e-01,2.806383967399597168e-01,2.322513014078140259e-01,2.435389310121536255e-01,5.918104201555252075e-02,8.860128372907638550e-02,1.652682721614837646e-01,9.444829076528549194e-02,9.414442628622055054e-02
